ID	extID	name	tooltipbase	tilemap	graphicstype	enabled	parity	x	y	itemmemory	rng	overlap	nointeract	enemy	item	standable	warp
0x11B	1	2 Lakitus		s49 t1D p10 x+12 y-B; s49 t0A p12 r16 x+C y-4 fx; s49 t0A p12 r16 x+4 y-4; s49 t0D p11 x+C y-18; s49 t00 p11 r16 x+6 y-11; s49 t1D p10 x+A y-7; s49 t0A p12 r16 x+4 fx; s49 t0A p12 r16 x-4; s49 t0D p11 x+4 y-14; s49 t00 p11 r16 x-2 y-D													
0x11C	None	Lakitu's cloud	A ridable cloud. Expires after a set time.	s49 t0A p12 r16 x+4 fx; s49 t0A p12 r16 x-4		3						0	0		1	1	
0x11D	None	Spiny egg, from regular Lakitu	Floats in midair with a cloud graphic.	s49 t0E p12 r16; t1C5 p13 r16		2						0	0	1			
0x11E	None	Arrow Lift, brown, untimed	Moves when Yoshi is standing on it, and rotates clockwise when Yoshi isn't standing on it.	d08291224 p10 r32 x-8 y-8		3						0	0			1	
0x11F	None	Arrow Lift, gray, timed	Moves when Yoshi is standing on it, and rotates clockwise (half the speed of the brown Arrow Lift) when Yoshi isn't standing on it. Vanishes after a set time, but the timer resets if eaten.	d08291224 p12 r32 x-8 y-8		3						0	0			1	
0x120	None	Arrow Lift, white, 2-way cardinal	Moves only horizontally or vertically, and rotates when hit by an egg.	d082A6EA4 p14 r32 x-8 y-8		3						0	0			1	
0x121	None	Pressed countdown platform	Creates a puff of smoke and a click sound, and deletes layer 1 tiles in a 2x2 region with this sprite as the top-left corner.			1											
0x122	None	? bucket, Bandit	When hit, spins around and drops a Bandit, then falls off-screen.	t16C p12 x+4 y-6; d082A5FA4 p12 r32 x-8 y-8; s4E t08 p10 r16 x0 y-B o50; s4E t0A p10 x0 y+4 o50; s4E t0B p10 x+8 y+4 o50; s4E t1E p10 x+B y+7 o50; s4E t1E p10 x0 y+7 o50		3						0	0	1			
0x123	None	? bucket, 5 coins	When hit, spins around and drops 5 coins, then falls off-screen.	t16C p12 x+4 y-6; d082A5FA4 p12 r32 x-8 y-8; tAC p12 r16 y-4 o50		3						0	0		1		
0x124	None	Stretch Shy Guy	A tall Shy Guy that spits seeds when jumped on.			3	3					0	0	1			
0x124	0	green		s27 t08 p10 r16 y-F; s27 t0A p10 r16													
0x124	1	red		s27 t08 p11 r16 y-F; s27 t0A p11 r16													
0x124	2	yellow		s27 t08 p12 r16 y-F; s27 t0A p12 r16													
0x124	3	pink		s27 t08 p14 r16 y-F; s27 t0A p14 r16													
0x125	None	Kamek, flying			Stripe 6A+6C next	3	1					0	0	1			
0x125	0	leaving after Bowser	Kamek's post-Bowser text and flying away movement; also changes music. Dynamic sprite, doesn't load its own graphics.					5									
0x125	1	flying attack	Kamek flies left in the background, then flies right in the foreground, targeting Yoshi's Y-position.	s6A t2D p11 r16; s6A t3F p11 x+10 y+8													
0x126	None	? gear with spiked weight	Hitting the gear raises the spiked weight for a short time. Impassable without raising the weight, even with damage boosting.	s4E t0C p12 r16 x+7 y+6; s4E t0C p12 r16 x+7 y+16; s4E t0C p12 r16 x+7 y+26; s4E t0C p12 r16 x+7 y+36; s4E t00 p14 r32,16 x-2 y+48; s4E t04 p14 r32,16 x-2 y+58; s4E t00 p14 r32,16 x-2 y+68 fxy; d082A6024 p14 r32 x-8 y-8		3			1			0	0	1			
0x127	None	126's ? gear	(glitch)			1											
0x128	None	Baby Bowser battle shockwave	Invisible stationary damaging sprite that makes a swallowing sound.			1											
0x129	None	Fuzzy	Moves horizontally in a sine-wave pattern. Makes Yoshi dizzy if touched or eaten.	s52 t00 p12 r16 x-4 y-4; s52 t00 p12 r16 x+4 y-4 fx; s52 t12 p12 r16,8 x-4 y+C; s52 t12 p12 x+C y+C fx; s52 t04 p12 r16 x-8 y-8; s52 t04 p12 r16 x+8 y-8 fx; s52 t06 p12 r16 x-8 y+8; s52 t06 p12 r16 x+8 y+8 fx		3						0	0	1			
0x12A	None	Shy Guy, hiding behind terrain	A stationary green Shy Guy hiding behind layer 1. If touched, rides Yoshi, and spawns a Bandit that runs off with Baby Mario. Can be eaten safely.	s4E t08 p10 r16 x-4 y-A o50; s4E t0A p10 x-4 y+5 o50; s4E t0B p10 x+4 y+5 o50; s4E t1E p10 x+7 y+8 o50; s4E t1E p10 x-4 y+8 o50; t108 p10 r16 y-3; t12E p10 x+1 y+8; t12E p10 x+7 y+8		3						0	0	1			
0x12B	None	Fat Guy	A giant Shy Guy. When eaten, becomes a giant egg, which transforms enemies into stars/coins when thrown.		Stripe 50+2F	3	1					0	0	1			
0x12B	0	red		s50 t08 p11 x-5 y-4; s50 t02 p11 r16 x-A y-1; s50 t06 p11 r16 x+4 y-1; s50 t00 p11 r16 y-D; s50 t08 p11 x+E y-4; s50 t1A p11 x-2 y+A; s50 t0A p11 x+9 y+A													
0x12B	1	green		s50 t08 p10 x-5 y-4; s50 t02 p10 r16 x-A y-1; s50 t06 p10 r16 x+4 y-1; s50 t00 p10 r16 y-D; s50 t08 p10 x+E y-4; s50 t1A p10 x-2 y+A; s50 t0A p10 x+9 y+A													
0x12C	None	Fly Guy, red coin untimed/flashing				3	1			2	0	0	0	1	1	0	0
0x12C	0	red coin	Flies back and forth 4 tiles horizontally.	t140 p11 r16; t04F p11 x+1 y-2 fx; t04F p11 x+6 y-2 fx; t04D p11 y-16; t04D p11 x+8 y-16 fx; t108 p11 r16 y-10						2							
0x12C	1	flashing	Takes 5 eggs to kill; gives a coin on the first 3 hits, and a 1up on the last 2.	t04F p11 x+1 y-2 fx; t04F p11 x+6 y-2 fx; t04D p11 y-16; t04D p11 x+8 y-16 fx; t108 p10 r16 y-10						0							
0x12D	None	Yoshi, from intro cutscene	A stationary Yoshi who sometimes looks toward/away from the screen, or bends downward.	sAB t03 p15 r16 y+10; sAB t00 p15 r24,16 x-9 y+2	Stripe AB+AC next	2											
0x12E	None		(glitch?)			1											
0x12F	None	Lava Drop, horizontal	An inedible fire enemy that moves back and forth 6 tiles. Starting direction depends on parity.			3	1					0	0	1			
0x12F	0	right		s51 t07 p11 r16 fx; s51 t06 p11 x-8 y+5 fx; s51 t05 p11 x+7 y+3 fx													
0x12F	1	left		s51 t07 p11 r16; s51 t06 p11 x+10 y+5; s51 t05 p11 x+1 y+3													
0x130	None	Lava Drop, vertical	An inedible fire enemy that moves back and forth 6 tiles. Starting direction depends on parity.			3	1					0	0	1			
0x130	0	down		s51 t00 p11 r16 fy; s51 t14 p11 x+4 y-8 fy; s51 t04 p11 x+4 y+7													
0x130	1	up		s51 t00 p11 r16; s51 t14 p11 x+4 y+10; s51 t04 p11 x+4													
0x131	None	Locked door	Uses item memory to track its unlock status.	d082A7EA4 p10 r16,32 x-8; d082A7EA4 p10 r16,32 x+8 fx		3			3	2	0	0	0	0	0	0	1
0x132	None	Slime Drop (Lemon Drop)	Falls from the ceiling when Yoshi approaches.	s45 t15 p11; s45 t15 p11 x+8 fx		3						0	0	1			
0x133	None	Lantern Ghost	A Shy Guy variant carrying a lantern.<br>Becomes a spawner, if at the top-left corner of pipe object F4.			3	3				0	1	0	1	0	0	0
0x133	0	tan		s55 t0F p10 x-4 y+2 fx; s55 t00 p10 r16 y-3; t12E p10 x+1 y+8; t12E p10 x+7 y+8; s55 t1C p11 x-7 y+7													
0x133	1	white		s55 t0F p11 x-4 y+2 fx; s55 t00 p11 r16 y-3; t12E p11 x+1 y+8; t12E p11 x+7 y+8; s55 t1C p11 x-7 y+7													
0x133	2	gray		s55 t0F p12 x-4 y+2 fx; s55 t00 p12 r16 y-3; t12E p12 x+1 y+8; t12E p12 x+7 y+8; s55 t1C p11 x-7 y+7													
0x133	3	brown		s55 t0F p14 x-4 y+2 fx; s55 t00 p14 r16 y-3; t12E p14 x+1 y+8; t12E p14 x+7 y+8; s55 t1C p11 x-7 y+7													
0x134	None	Baby Bowser, in battle	(doesn't spawn when placed directly)			1											
0x135	None	Raven, planetoid, slow continuous	Circles slowly in one direction. Should be placed on a raven planetoid (object 9F).			3	1		6			0	0	1			
0x135	0	clockwise		d082A8EA4 p12 r32 x-17 y-27 a16 fx													
0x135	1	counterclockwise		d082A8EA4 p12 r32 x-9 y-27 a-16													
0x136	None	Raven, planetoid, fast with pausing	Circles quickly, pausing at the cardinal directions. Randomly chooses a new direction when on the bottom. Only the initial direction depends on parity. Should be placed on a raven planetoid (object 9F).			3	1		6			0	0	1			
0x136	0	clockwise		d082A8EA4 p12 r32 x-10 y-28 fx													
0x136	1	counterclockwise		d082A8EA4 p12 r32 x-10 y-28													
0x137	None	Falling stone block, 3x6	Falls automatically. Replaces itself with layer 1 tiles if it touches the ground; the graphics requirements are less restrictive if it can't touch the ground.	s20 t00 p16 r48,16 x-10 y-50; s20 t0C p16 r32,16 x-10 y-40; s20 t20 p16 r16 x+10 y-40; s20 t0C p16 r32,16 x-10 y-30; s20 t20 p16 r16 x+10 y-30; s20 t0C p16 r32,16 x-10 y-20; s20 t20 p16 r16 x+10 y-20; s20 t0C p16 r32,16 x-10 y-10; s20 t20 p16 r16 x+10 y-10; s20 t06 p16 r48,16 x-10	L1=F + Stripe 20+21 in slots 0+1 or 2+3	3			6			0	0	1		1	
0x138	None	Falling stone block, 3x3	Falls automatically. Replaces itself with layer 1 tiles if it touches the ground; the graphics requirements are less restrictive if it can't touch the ground.	s20 t00 p16 r48,16 x-10 y-20; s20 t0C p16 r32,16 x-10 y-10; s20 t20 p16 r16 x+10 y-10; s20 t06 p16 r48,16 x-10	L1=F + Stripe 20+21 in slots 0+1 or 2+3	3			5			0	0	1		1	
0x139	None	Falling stone block, 3x9	Falls automatically. Replaces itself with layer 1 tiles if it touches the ground; the graphics requirements are less restrictive if it can't touch the ground.	s20 t00 p16 r48,16 x-10 y-80; s20 t0C p16 r32,16 x-10 y-70; s20 t20 p16 r16 x+10 y-70; s20 t0C p16 r32,16 x-10 y-60; s20 t20 p16 r16 x+10 y-60; s20 t0C p16 r32,16 x-10 y-50; s20 t20 p16 r16 x+10 y-50; s20 t0C p16 r32,16 x-10 y-40; s20 t20 p16 r16 x+10 y-40; s20 t0C p16 r32,16 x-10 y-30; s20 t20 p16 r16 x+10 y-30; s20 t0C p16 r32,16 x-10 y-20; s20 t20 p16 r16 x+10 y-20; s20 t0C p16 r32,16 x-10 y-10; s20 t20 p16 r16 x+10 y-10; s20 t06 p16 r48,16 x-10	L1=F + Stripe 20+21 in slots 0+1 or 2+3	3			8			0	0	1		1	
0x13A	None	Falling stone block, 6x3	Falls automatically. Replaces itself with layer 1 tiles if it touches the ground; the graphics requirements are less restrictive if it can't touch the ground.	s20 t00 p16 r32,16 x-20 y-20; s20 t02 p16 r16 x0 y-20; s20 t02 p16 r16 x+10 y-20; s20 t02 p16 r32,16 x+20 y-20; s20 t0C p16 r32,16 x-20 y-10; s20 t0E p16 r16 x0 y-10; s20 t0E p16 r16 x+10 y-10; s20 t0E p16 r16 x+20 y-10; s20 t20 p16 r16 x+30 y-10; s20 t06 p16 r32,16 x-20; s20 t08 p16 r16; s20 t08 p16 r16 x+10; s20 t08 p16 r32,16 x+20	L1=F + Stripe 20+21 in slots 0+1 or 2+3	3			5			0	0	1		1	
0x13B	None	Prince Froggy's stomach acid	(doesn't spawn if placed directly)			1						0	0	1			
0x13C	None	Flippers, downward	Allows Yoshi and sprites to travel downward, but not upward. Flippers open briefly when a sprite travels through.	d082A7024 p10 r32 x-18 y-8; d082A7024 p10 r32 x+8 y-8 fx		3						0	0				
0x13D	None	Fang, hanging from ceiling	A bat that hangs from the ceiling until approached, flies downward, makes a small loop, and flies horizontally.	s55 t0D p10 r16; s55 t0B p10 y-1; s55 t0C p10 x+8		3						0	0	1			
0x13E	None	Fang, wave pattern	A bat that flies in a sine-wave pattern.	s55 t1F p10 x-3 y-3; s55 t0D p10 r16; s55 t1F p10 x+B y-3		3						0	0	1			
0x13F	None	Cheep Cheep, swimming	A fish that swims 4 tiles back and forth horizontally. Does not require water. Starting direction depends on parity.			3	1					0	0	1			
0x13F	0	right		s54 t02 p11 r16 y-9 fx; s54 t0B p11 x+4 y-11 fx; s54 t1A p11 x-8 y-8 fx; s54 t1A p11 x-8 y-1 fxy; s54 t0C p11 y-4 fx													
0x13F	1	left		s54 t02 p11 r16 y-9; s54 t0B p11 x+4 y-11; s54 t1A p11 x+10 y-8; s54 t1A p11 x+10 y-1 fy; s54 t0C p11 x+8 y-4													
0x140	None	Cheep Cheep, swimming with jumps	A fish that swims 4 tiles back and forth horizontally, occasionally pausing to jump vertically. Does not require water. Starting direction depends on parity.			3	1					0	0	1			
0x140	0	right		s54 t06 p11 r16 y-9; s54 t0D p11 x-6 y+3 fxy; s54 t0D p11 x+E y+3 fy; s54 t1C p11 x+1 y+7													
0x140	1	left		s54 t06 p11 r16 y-9; s54 t0D p11 x-6 y+3 fxy; s54 t0D p11 x+E y+3 fy; s54 t1C p11 x+7 y+7 fx													
0x141	None	Cheep Cheep, jumps back and forth	A fish that swims and jumps in an arc back and forth, with a horizontal range of 8 tiles. Does not require water. Starting direction depends on parity.			3	1					0	0	1			
0x141	0	right		d082A6F24 p11 r32 x-8 y-10 a77 fx													
0x141	1	left		d082A6F24 p11 r32 x-8 y-10 a-77													
0x142	None	Cheep Cheep, jumps 3 times	A fish that jumps in an arc 3 times in the same direction, then despawns. Does not require water. Direction depends on parity.			3	1					0	0	1			
0x142	0	right		d082A6F24 p11 r32 x-8 y-10 a-77 fx													
0x142	1	left		d082A6F24 p11 r32 x-8 y-10 a77													
0x143	None	Spray Fish	A fish that sprays water in a diagonal line, which pushes Yoshi backward. Does not require water.	t10 p12 r32,16 x-8 y-10	Stripe 58 in slot 0	3						0	0	1			
0x144	None	Flippers, left/right				3	1					0	0				
0x144	0	rightward	Allows Yoshi and sprites to travel rightward, but not leftward. Flippers open briefly when a sprite travels through.	d082A7024 p10 r32 x-8 y+8 a90; d082A7024 p10 r32 x-8 y-18 fx a90													
0x144	1	leftward	Allows Yoshi and sprites to travel leftward, but not rightward. Flippers open briefly when a sprite travels through.	d082A7024 p10 r32 x-8 y-18 a-90; d082A7024 p10 r32 x-8 y+8 fx a-90													
0x145	None	Sluggy, blue spots	A slug that hangs from the ceiling until approached, then falls to the ground.	s55 t1A p10 x+E fy; s55 t04 p10 r16 fy		3						0	0	1			
0x146	None	Sluggy, pink spots	A slug that hangs from the ceiling until approached, then falls to the ground.	s55 t1A p14 x+E fy; s55 t04 p14 r16 fy		3						0	0	1			
0x147	None	Screen edge pipe, leftward	Creates a pipe transition at the edge of the screen.	t184 p12 x+8 y-5 fx; t184 p12 x+8 y-3 fxy; t1A5 p12 y-8 fx; t1A5 p12 fxy	None	3					0	0	0	0	0	0	1
0x148	None	Bounce arrow, large, permanent	Allows Yoshi to bounce high. This variant does not despawn.	d082A9024 p10 r32 x-8 y-8		2						0	0		1	1	
0x149	None	Arrow cloud, up	Redirects a thrown egg, then vanishes. Color is randomly green/red/yellow/pink.	s57 t00 p10 r24,16 x-5 y-3 fx; s57 t06 p10 r24,8 x-5 y+D fx; s57 t0A p10 r16		3					1	0	0		1		
0x14A	None	Arrow cloud, up + right	Redirects a thrown egg, then vanishes. Color is randomly green/red/yellow/pink.	s57 t00 p10 r24,16 x-5 y-3 fx; s57 t06 p10 r24,8 x-5 y+D fx; s57 t0C p10 r16		3					1	0	0		1		
0x14B	None	Arrow cloud, right	Redirects a thrown egg, then vanishes. Color is randomly green/red/yellow/pink.	s57 t00 p10 r24,16 x-5 y-3 fx; s57 t06 p10 r24,8 x-5 y+D fx; s57 t0E p10 r16		3					1	0	0		1		
0x14C	None	Arrow cloud, down + right	Redirects a thrown egg, then vanishes. Color is randomly green/red/yellow/pink.	s57 t00 p10 r24,16 x-5 y-3 fx; s57 t06 p10 r24,8 x-5 y+D fx; s57 t0C p10 r16 fy		3					1	0	0		1		
0x14D	None	Arrow cloud, down	Redirects a thrown egg, then vanishes. Color is randomly green/red/yellow/pink.	s57 t00 p10 r24,16 x-5 y-3 fx; s57 t06 p10 r24,8 x-5 y+D fx; s57 t0A p10 r16 fy		3					1	0	0		1		
0x14E	None	Arrow cloud, down + left	Redirects a thrown egg, then vanishes. Color is randomly green/red/yellow/pink.	s57 t00 p10 r24,16 x-5 y-3 fx; s57 t06 p10 r24,8 x-5 y+D fx; s57 t0C p10 r16 fxy		3					1	0	0		1		
0x14F	None	Arrow cloud, left	Redirects a thrown egg, then vanishes. Color is randomly green/red/yellow/pink.	s57 t00 p10 r24,16 x-5 y-3 fx; s57 t06 p10 r24,8 x-5 y+D fx; s57 t0E p10 r16 fx		3					1	0	0		1		
0x150	None	Arrow cloud, up + left	Redirects a thrown egg, then vanishes. Color is randomly green/red/yellow/pink.	s57 t00 p10 r24,16 x-5 y-3 fx; s57 t06 p10 r24,8 x-5 y+D fx; s57 t0C p10 r16 fx		3					1	0	0		1		
0x151	None	Arrow cloud, rotating clockwise	Redirects a thrown egg, then vanishes. Color and starting direction are both random, but rotation is always clockwise.	s57 t00 p14 r24,16 x-5 y-3 fx; s57 t06 p14 r24,8 x-5 y+D fx; s57 t0A p14 r16 o50; s57 t0C p14 r16 o50 fy; s57 t0C p14 r16 o50 fx		3					1	0	0		1		
0x152	None	Flutter	A flying Wiggler that moves in a sine-wave pattern, 4 tiles up and down. If hit, the Wiggler turns red and flies directly at Yoshi. Starting vertical direction depends on parity.			3	1					0	0	1			
0x152	0	down		s56 t08 p11 r16 x+9 y-D; s56 t0E p11 x+D y+3 s56 t08 p11 r16 x-B y-C fx; s56 t0E p11 x-4 y+4 fx; s56 t06 p12 r16; s56 t00 p11 r16 x-7 y-9; s56 t1F p10 x+2 y-10													
0x152	1	up		s56 t0C p11 r16 x+A y-C; s56 t1E p11 x+D y+4; s56 t0C p11 r16 x-C y-B fx; s56 t1E p11 x-5 y+5 fx; s56 t06 p12 r16; s56 t00 p11 r16 x-6 y-B; s56 t1F p10 y-11													
0x153	None	Goonie, flying, with Shy Guy	Drops the Shy Guy when approached. Shy Guy is always green.	s2A t24 p12 x-18 fx; s2A t22 p12 r16 x-10 fx; s2A t34 p12 y+4 fx; s2A t04 p12 x+8; s2A t00 p12 r16 x-8; s2A t0C p12 r16 x+3 y+8; s2A t24 p12 x+27; s2A t22 p12 r16 x+17; s2A t34 p12 x+F y+4; t108 p10 r16 y+10; t4F p10 x+6 y+1E fy; t4F p10 x+1 y+1E fxy		3						0	0	1			
0x154	None	Shark Chomp			L3=16	3						0	0	1			
0x155	None	Goonie, Hefty	A round winged Goonie that jumps. If eaten and spit out, it becomes an inedible Bowling Goonie.		Stripe 2B + Dynamic + ???	3	1					0	0	1			
0x155	0	moving right		s2B t0C p12 r16 x+B y-11 fy; d082930A4 p12 r32 x-8 y-C fx; s2B t0C p12 r16 x-F y-11 fxy													
0x155	1	moving left		s2B t0C p12 r16 x-B y-11 fxy; d082930A4 p12 r32 x-8 y-C; s2B t0C p12 r16 x+F y-11 fy													
0x156	None	Cactus Jack				3	1					0	0	1			
0x156	0	1 Cactus Jack	A round cactus that falls from the sky then bobs in place on the ground. If hit by an egg, it rolls along the ground.	d082A8024 p10 r32 x-8 y-8													
0x156	1	3 Cactus Jacks	A trio of round cacti that fall from the sky one at a time, then bob in place on the ground. If any cactus is hit by an egg, it rolls along the ground.	d082A8024 p10 r32 x-8 y-8; d082A8024 p10 r32 x-8 y-1C; d082A8024 p10 r32 x-8 y-30													
0x157	None	Wall Lakitu	A Lakitu that hides behind layer 1 decorations, peeking out to throw Spiny eggs aimed at Yoshi.	s49 t1D p10 x+A y+11; s49 t0D p11 x+4 y+4; s49 t00 p11 r16 x-2 y+B		3						0	0	1			
0x158	None	Goonie, Bowling	A round flightless inedible Goonie that rolls along the ground.	d082930A4 p12 r32 y-8 y-C		3						0	0	1			
0x159	None	Grunt, walking	A red Bandit-like enemy wearing a spiked helmet.	t4F p11 x+E y+5; t178 p11 r16,8 x+2 y+5; t4E p11 x+5 y+8; t150 p11 r16 y-8; t154 p11 r16 y-E; t158 p11 x+8 y+5	Stripe 59 in slot 5	3						0	0	1			
0x15A	None	Grunt, running	A red Bandit-like enemy wearing a spiked helmet.	t178 p11 r16,8 x+1 y+4; t150 p11 r16 y-9; t154 p11 r16 y-F; t158 p11 x+A y+2; t4E p11 x+1 y+8; t4E p11 x+A y+8 fx	Stripe 59 in slot 5	3						0	0	1			
0x15B	None	Spear Guy, yellow, dancing	A yellow Shy Guy with a spear that dances on the ground. Only spawns if generator 1EC is active!	s39 t02 p11 r16 x+2 y-4; s39 t0F p10 x-1 y+2 fx; s39 t1F p10 x+7 y+B fx; s39 t1E p11 x+C y-C; s39 t1E p11 x+C y-14; s39 t1E p11 x+C y-1C; s39 t0E p11 x+C y-20		3						0	0	1			
0x15C	None	Rotation block, green	Rotates green half-spiky platforms 180° when hit.	s2A t0E p10 r16		3						0	0		1	1	
0x15D	None	Rotation block, red	Rotates red half-spiky platforms 180° when hit.	s2A t0E p11 r16		3						0	0		1	1	
0x15E	None	4-way rotating platform, with Shy Guys	Rotates in place with a buzzing sound, moving the Shy Guys with it. The Shy Guys may glitch if this overlaps a solid object.			3	1					0	0	1		1	
0x15E	0	large clockwise		t16D p14 x+4 y-4; t16D p14 x+8 y-10; t16D p14 x+10 y0; t16D p14 x0 y+8; t16D p14 x-8 y-8; t16D p14 x+C y-1C; t16D p14 x+1C y+4; t16D p14 x-4 y+14; t16D p14 x-14 y-C; t48 p14 r32,16 x+7 y-27; t48 p14 r32,16 x+1D y+7; t48 p14 r32,16 x-17 y+1D; t48 p14 r32,16 x-27 y-17; t108 p10 r16 x+F y-38; t12E p10 x+10 y-2D; t12E p10 x+16 y-2D; t108 p10 r16 x+25 y-A; t12E p10 x+26 y+1; t12E p10 x+2C y+1; t108 p10 r16 x-F y+C; t12E p10 x-E y+17; t12E p10 x-8 y+17; t108 p10 r16 x-1F y-28; t12E p10 x-1E y-1D; t12E p10 x-18 y-1D													
0x15E	1	large counterclockwise		t16D p14 x+4 y-4; t16D p14 x0 y-10; t16D p14 x-8 y0; t16D p14 x+8 y+8; t16D p14 x+10 y-8; t16D p14 x-4 y-1C; t16D p14 x-14 y+4; t16D p14 x+C y+14; t16D p14 x+1C y-C; t48 p14 r32,16 x-17 y-27; t48 p14 r32,16 x-27 y+7; t48 p14 r32,16 x+7 y+1D; t48 p14 r32,16 x+1D y-17; t108 p10 r16 x-F y-38; t12E p10 x-E y-2D; t12E p10 x-8 y-2D; t108 p10 r16 x-1F y-A; t12E p10 x-1E y+1; t12E p10 x-18 y+1; t108 p10 r16 x+F y+C; t12E p10 x+10 y+17; t12E p10 x+16 y+17; t108 p10 r16 x+25 y-28; t12E p10 x+26 y-1D; t12E p10 x+2C y-1D													
0x15F	None	Half-spiky platform, green	When a green rotation block is hit, this platform rotates 180°.	d082A8FA4 p10 r32 x+5 y-8 fx; d082A8FA4 p10 r32 x-15 y-8		3						0	0	1		1	
0x160	None	Half-spiky platform, red	When a red rotation block is hit, this platform rotates 180°.	d082A8FA4 p11 r32 x+5 y-8 fx; d082A8FA4 p11 r32 x-15 y-8		3						0	0	1		1	
0x161	None	Reward for killing all enemies	Plays a victory jingle and spawns another sprite, when all enemies on screen have been killed or despawned. Be careful when using this sprite in multiple-screen rooms.		Global/Dynamic	3	3			2	0	0	0	0	1	0	1
0x161	0	red coin		t140 p11 r16 o50													
0x161	1	key		t1CE p11 r16 o50													
0x161	2	flower		d08293F24 p11 r32 x-8 y-8 o50													
0x161	3	door		d08292264 p10 r16,32 x-8 y-10 o50; d08292264 p10 r16,32 x+8 y-10 fx o50													
0x162	None	Unused (SNES: 2 half-spiky platforms around rotation block)				0											
0x163	None	Needlenose, bounces once	A Needlenose that falls off screen, bouncing once if it touches the ground first.	t10A p10 r16 y-7		2						0	0	1			
0x164	None	Nipper Plant	A walking plant. Despite its appearance, it's safe to jump on.	s25 t02 p11 r16		3						0	0	1			
0x165	None	Nipper Spore	A spore that drifts to the ground, becoming a Nipper Plant on impact. If placed at odd X, it'll spawn 1 tile right of depicted.	s25 t0F p11 x-5 y+2; s25 t1F p11 x-7 y+9; s25 t0D p12 r16 x-8 y-8		3						0	0	1			
0x166	None	Thunder Lakitu	A Lakitu that throws fireballs that spread along the ground. If jumped on, leaves behind a timed ridable cloud. Respawns if killed, but can be despawned with sprite 1EE.		Stripe 49 in slot 4 + 4B in slot 5	3	1					0	0	1			
0x166	0	1 Lakitu		s4B t05 p12 r16 x-7 y-8 fx; s4B t05 p12 r16 x+9 y-8; s4B t-3 p11 x+A y+1; s4B t-16 p12 r16 x+4 y+8 fx; s4B t-16 p12 r16 x-4 y+8; s4B t-20 p16 r16 x-2 y-5													
0x166	1	2 Lakitus		s4B t05 p12 r16 x+1 y-C fx; s4B t05 p12 r16 x+11 y-C; s4B t-3 p11 x+12 y-3; s4B t-16 p12 r16 x+C y+4 fx; s4B t-16 p12 r16 x+4 y+4; s4B t-20 p16 r16 x+6 y-9; s4B t05 p12 r16 x-7 y-8 fx; s4B t05 p12 r16 x+9 y-8; s4B t-3 p11 x+A y+1; s4B t-16 p12 r16 x+4 y+8 fx; s4B t-16 p12 r16 x-4 y+8; s4B t-20 p16 r16 x-2 y-5													
0x167	None	Koopa shell, green	An empty shell. Can combo enemies and activate winged clouds.	s47 t0C p10 r16		3						0	0	1	1		
0x168	None	Koopa shell, red	An empty shell. Can combo enemies and activate winged clouds.	s47 t0C p11 r16		3						0	0	1	1		
0x169	None	Koopa, green, unshelled	A Koopa that can climb into empty shells.	s47 t16 p11 x-3; s47 t19 p10 x+B y+6; s47 t04 p11 r16 x+2 y-5; s47 t00 p11 r16 x-4 y-10; s47 t08 p10 x+3 y+8; s47 t07 p11 x+A y-1		3						0	0	1			
0x16A	None	Koopa, red, unshelled	A Koopa that can climb into empty shells. Turns around at ledge edges.	s47 t16 p11 x-3; s47 t19 p11 x+B y+6; s47 t04 p11 r16 x+2 y-5; s47 t00 p11 r16 x-4 y-10; s47 t08 p11 x+3 y+8; s47 t07 p11 x+A y-1		3						0	0	1			
0x16B	None	Koopa, green, shelled	An ordinary Koopa. When stomped, the Koopa is knocked out of its shell.	s47 t16 p11 x-3; s47 t19 p10 x+B y+6; s47 t0A p10 r16 x+2 y-5; s47 t00 p11 r16 x-4 y-10; s47 t08 p10 x+3 y+8; s47 t07 p11 x+A y-1		3						0	0	1			
0x16C	None	Koopa, red, shelled	An ordinary Koopa. When stomped, the Koopa is knocked out of its shell.	s47 t16 p11 x-3; s47 t19 p11 x+B y+6; s47 t0A p11 r16 x+2 y-5; s47 t00 p11 r16 x-4 y-10; s47 t08 p11 x+3 y+8; s47 t07 p11 x+A y-1		3						0	0	1			
0x16D	None	Paratroopa, green, hopping	Hops across the ground. When stomped, becomes an ordinary green Koopa.	s2B t0A p11 r16 x-A y-7 fx; s2B t38 p10 x-1 y+9; s2B t36 p11 x-1 y+3; s2B t2A p10 r16 x+1 y-2; s2B t38 p10 x+4 y+9; s2B t0A p11 r16 x+C y-7; s2B t20 p11 r16 x-6 y-C; s2B t26 p11 x+6 y+3;	Stripe 2B+47 next	3						0	0	1			
0x16E	None	Paratroopa, red, horizontal	Flies back and forth. When stomped, becomes an ordinary red Koopa.	s2B t0A p11 r16 x-A y-2 fx; s2B t38 p11 x-1 y+E; s2B t36 p11 x-1 y+8; s2B t2A p11 r16 x+1 y+3; s2B t38 p11 x+4 y+E; s2B t0A p11 r16 x+C y-2; s2B t20 p11 r16 x-6 y-7; s2B t26 p11 x+6 y+8;	Stripe 2B+47 next	3						0	0	1			
